Data/Fecha/Date,0810104002 - L'HOSPITALET LLOBR.
2021-06-01,23.63949843260188
2021-06-02,24.338557993730408
2021-06-03,22.733542319749212
2021-06-04,22.313479623824453
2021-06-05,25.181818181818183
2021-06-06,25.70846394984326
2021-06-07,23.238244514106583
2021-06-08,25.150470219435736
2021-06-09,22.608150470219435
2021-06-10,24.0282131661442
2021-06-11,23.38244514106583
2021-06-12,25.41692789968652
2021-06-13,25.48275862068965
2021-06-14,23.89655172413793
2021-06-15,24.147335423197493
2021-06-16,24.128526645768027
2021-06-17,22.865203761755485
2021-06-18,24.253918495297807
2021-06-19,24.699059561128525
2021-06-20,26.313479623824453
2021-06-21,23.021943573667716
2021-06-22,22.836990595611287
2021-06-23,21.58934169278997
2021-06-24,23.564263322884013
2021-06-25,21.71473354231975
2021-06-26,24.018808777429467
2021-06-27,26.3730407523511
2021-06-28,22.771159874608152
2021-06-29,22.228840125391848
2021-06-30,22.699059561128525
2021-07-01,22.36677115987461
2021-07-02,21.771159874608152
2021-07-03,24.836990595611287
2021-07-04,24.404388714733543
2021-07-05,22.80564263322884
2021-07-06,23.771159874608152
2021-07-07,21.23197492163009
2021-07-08,22.63636363636364
2021-07-09,21.16614420062696
2021-07-10,26.62382445141066
2021-07-11,25.608150470219435
2021-07-12,22.47648902821317
2021-07-13,22.031347962382444
2021-07-14,22.103448275862068
2021-07-15,22.156739811912225
2021-07-16,22.17554858934169
2021-07-17,22.58934169278997
2021-07-18,23.28526645768025
2021-07-19,22.962382445141067
2021-07-20,22.774294670846395
2021-07-21,22.50783699059561
2021-07-22,23.156739811912225
2021-07-23,23.15987460815047
2021-07-24,22.780564263322884
2021-07-25,24.727272727272727
2021-07-26,21.42319749216301
2021-07-27,20.310344827586206
2021-07-28,21.448275862068964
2021-07-29,22.141065830721004
2021-07-30,27.54858934169279
2021-07-31,21.717868338557995
2021-08-01,21.927899686520377
2021-08-02,21.188087774294672
2021-08-03,21.12539184952978
2021-08-04,20.087774294670847
2021-08-05,20.33228840125392
2021-08-06,20.78369905956113
2021-08-07,22.52664576802508
2021-08-08,22.401253918495296
2021-08-09,18.761755485893417
2021-08-10,18.79937304075235
2021-08-11,19.04075235109718
2021-08-12,20.63949843260188
2021-08-13,20.8307210031348
2021-08-14,22.16614420062696
2021-08-15,22.699059561128525
2021-08-16,20.987460815047022
2021-08-17,19.677115987460816
2021-08-18,18.89968652037617
2021-08-19,19.52664576802508
2021-08-20,19.630094043887148
2021-08-21,21.75862068965517
2021-08-22,21.44514106583072
2021-08-23,20.08150470219436
2021-08-24,18.504702194357368
2021-08-25,19.846394984326015
2021-08-26,20.31661442006269
2021-08-27,20.677115987460816
2021-08-28,22.47962382445141
2021-08-29,22.244514106583072
2021-08-30,21.33542319749216
2021-08-31,22.294670846394983
2021-09-01,22.379310344827587
