Data/Fecha/Date,0801903090 - BARCELONA
2021-06-01,15.375912408759124
2021-06-02,14.77007299270073
2021-06-03,16.131386861313867
2021-06-04,15.335766423357663
2021-06-05,16.536496350364963
2021-06-06,15.496350364963504
2021-06-07,14.638686131386862
2021-06-08,15.456204379562044
2021-06-09,16.083941605839417
2021-06-10,15.328467153284672
2021-06-11,15.222627737226276
2021-06-12,17.416058394160583
2021-06-13,16.324817518248175
2021-06-14,15.021897810218976
2021-06-15,14.97080291970803
2021-06-16,15.372262773722628
2021-06-17,15.175182481751824
2021-06-18,15.886861313868613
2021-06-19,16.437956204379564
2021-06-20,16.525547445255473
2021-06-21,14.116788321167885
2021-06-22,14.248175182481752
2021-06-23,13.44890510948905
2021-06-24,13.375912408759124
2021-06-25,12.68978102189781
2021-06-26,12.784671532846716
2021-06-27,12.937956204379562
2021-06-28,14.058394160583942
2021-06-29,14.708029197080291
2021-06-30,14.992700729927009
2021-07-01,15.372262773722628
2021-07-02,14.718978102189782
2021-07-03,16.17883211678832
2021-07-04,14.372262773722628
2021-07-05,15.156934306569344
2021-07-06,14.645985401459852
2021-07-07,14.748175182481752
2021-07-08,15.072992700729928
2021-07-09,13.675182481751824
2021-07-10,13.766423357664234
2021-07-11,14.105839416058394
2021-07-12,14.05109489051095
2021-07-13,13.525547445255476
2021-07-14,13.496350364963504
2021-07-15,14.354014598540148
2021-07-16,11.49501661129568
2021-07-17,12.877076411960132
2021-07-18,11.926910299003325
2021-07-19,11.903654485049834
2021-07-20,13.0265780730897
2021-07-21,12.07641196013289
2021-07-22,11.820598006644518
2021-07-23,11.55813953488372
2021-07-24,11.3421926910299
2021-07-25,13.149501661129568
2021-07-26,11.538205980066444
2021-07-27,11.109634551495017
2021-07-28,11.421926910299003
2021-07-29,11.358803986710964
2021-07-30,11.853820598006644
2021-07-31,11.76079734219269
2021-08-01,11.880398671096346
2021-08-02,11.172757475083056
2021-08-03,10.428571428571429
2021-08-04,9.564784053156146
2021-08-05,10.395348837209305
2021-08-06,10.149501661129568
2021-08-07,11.053156146179402
2021-08-08,10.744186046511627
2021-08-09,9.32890365448505
2021-08-10,9.435215946843854
2021-08-11,9.44186046511628
2021-08-12,9.730897009966778
2021-08-13,9.21594684385382
2021-08-14,10.574750830564785
2021-08-15,10.325581395348838
2021-08-16,10.245847176079732
2021-08-17,10.16279069767442
2021-08-18,9.674418604651162
2021-08-19,9.551495016611296
2021-08-20,9.704318936877076
2021-08-21,11.132890365448503
2021-08-22,11.17607973421927
2021-08-23,9.807308970099667
2021-08-24,9.395348837209305
2021-08-25,9.574750830564785
2021-08-26,10.30564784053156
2021-08-27,10.062913907284768
2021-08-28,10.43046357615894
2021-08-29,10.85430463576159
2021-08-30,10.880794701986757
2021-08-31,11.36092715231788
2021-09-01,11.350993377483444
2021-09-02,11.291666666666666
2021-09-03,10.907051282051285
2021-09-04,10.833333333333334
2021-09-05,12.243589743589745
2021-09-06,11.560897435897436
2021-09-07,12.798076923076923
2021-09-08,13.66025641025641
2021-09-09,12.810897435897436
2021-09-10,10.830128205128204
2021-09-11,12.759615384615383
2021-09-12,13.051282051282053
2021-09-13,12.85576923076923
2021-09-14,12.881410256410255
2021-09-15,12.586538461538462
2021-09-16,11.871794871794872
2021-09-17,11.971153846153848
2021-09-18,11.862179487179487
2021-09-19,13.53525641025641
2021-09-20,12.596153846153848
2021-09-21,12.458333333333334
2021-09-22,12.323717948717947
2021-09-23,11.862179487179487
2021-09-24,11.432692307692308
2021-09-25,12.66025641025641
2021-09-26,13.371794871794872
2021-09-27,13.490384615384617
2021-09-28,13.112179487179487
2021-09-29,12.692307692307692
2021-09-30,13.509615384615383
2021-10-01,12.522435897435898
2021-10-02,12.724358974358974
2021-10-03,13.881410256410255
2021-10-04,13.676282051282053
2021-10-05,12.48076923076923
2021-10-06,11.98076923076923
2021-10-07,12.490384615384617
