Data/Fecha/Date,0810101015 - L'HOSPITALET LLOBR.
2021-06-01,16.10989010989011
2021-06-02,16.103296703296703
2021-06-03,16.681318681318682
2021-06-04,15.764835164835166
2021-06-05,16.652747252747254
2021-06-06,17.235164835164834
2021-06-07,16.616740088105725
2021-06-08,16.45814977973568
2021-06-09,16.530837004405285
2021-06-10,16.185022026431717
2021-06-11,15.90748898678414
2021-06-12,15.883259911894273
2021-06-13,19.51982378854625
2021-06-14,16.894273127753305
2021-06-15,17.27533039647577
2021-06-16,17.222466960352424
2021-06-17,16.973568281938327
2021-06-18,16.795154185022028
2021-06-19,16.79955947136564
2021-06-20,18.037444933920703
2021-06-21,16.931718061674008
2021-06-22,16.02863436123348
2021-06-23,15.795154185022026
2021-06-24,16.25330396475771
2021-06-25,15.603524229074887
2021-06-26,16.13876651982379
2021-06-27,18.18502202643172
2021-06-28,16.125550660792953
2021-06-29,17.337004405286343
2021-06-30,17.09691629955947
2021-07-01,17.39647577092511
2021-07-02,16.2863436123348
2021-07-03,16.165198237885463
2021-07-04,17.779735682819382
2021-07-05,16.801762114537446
2021-07-06,17.398678414096917
2021-07-07,16.623348017621144
2021-07-08,16.52863436123348
2021-07-09,16.438325991189426
2021-07-10,15.694505494505494
2021-07-11,17.004395604395604
2021-07-12,16.723076923076924
2021-07-13,15.92967032967033
2021-07-14,16.178021978021977
2021-07-15,15.668131868131868
2021-07-16,15.393406593406594
2021-07-17,16.84835164835165
2021-07-18,16.832967032967034
2021-07-19,16.02857142857143
2021-07-20,16.916483516483517
2021-07-21,16.257142857142856
2021-07-22,16.923076923076923
2021-07-23,16.560439560439562
2021-07-24,15.505494505494504
2021-07-25,17.41978021978022
2021-07-26,16.347252747252746
2021-07-27,15.986813186813189
2021-07-28,17.428571428571427
2021-07-29,15.982417582417582
2021-07-30,16.545054945054947
2021-07-31,16.142857142857142
2021-08-01,16.989035087719298
2021-08-02,15.719298245614034
2021-08-03,16.888157894736842
2021-08-04,16.67324561403509
2021-08-05,18.892543859649123
2021-08-06,15.537280701754383
2021-08-07,17.43640350877193
2021-08-08,19.80701754385965
2021-08-09,15.837719298245617
2021-08-10,16.357456140350877
2021-08-11,15.708333333333334
2021-08-12,16.56798245614035
2021-08-13,15.18640350877193
2021-08-14,15.776315789473683
2021-08-15,17.49561403508772
2021-08-16,16.160087719298247
2021-08-17,14.736842105263158
2021-08-18,14.475877192982455
2021-08-19,14.671052631578949
2021-08-20,13.975877192982455
2021-08-21,15.892543859649123
2021-08-22,15.962719298245617
2021-08-23,14.017543859649123
2021-08-24,13.456140350877194
2021-08-25,14.00438596491228
2021-08-26,15.153508771929824
2021-08-27,15.87061403508772
2021-08-28,14.62938596491228
2021-08-29,15.918859649122806
2021-08-30,14.425438596491228
2021-08-31,15.307017543859647
2021-09-01,14.473684210526317
2021-09-02,15.125
2021-09-03,16.537280701754387
2021-09-04,15.460526315789474
2021-09-05,17.774122807017545
2021-09-06,16.07675438596491
2021-09-07,15.442982456140353
2021-09-08,15.462719298245617
2021-09-09,15.462719298245617
2021-09-10,14.385964912280702
2021-09-11,15.86842105263158
2021-09-12,16.530701754385966
2021-09-13,15.991228070175438
2021-09-14,15.701754385964913
2021-09-15,16.361842105263158
2021-09-16,15.964912280701755
2021-09-17,15.197368421052632
2021-09-18,16.166666666666668
2021-09-19,17.269736842105264
2021-09-20,16.42982456140351
2021-09-21,15.699561403508772
2021-09-22,16.74561403508772
2021-09-23,15.587719298245617
2021-09-24,16.36842105263158
2021-09-25,16.140350877192983
2021-09-26,18.146929824561404
2021-09-27,16.24561403508772
2021-09-28,16.265350877192983
2021-09-29,16.44517543859649
2021-09-30,15.88157894736842
2021-10-01,14.980263157894736
