Data/Fecha/Date,0801902005 - BARCELONA
2021-06-01,16.48259493670886
2021-06-02,16.110759493670887
2021-06-03,16.15348101265823
2021-06-04,15.473101265822784
2021-06-05,14.958860759493673
2021-06-06,13.979430379746836
2021-06-07,13.8623417721519
2021-06-08,15.075949367088608
2021-06-09,13.957278481012658
2021-06-10,13.995253164556962
2021-06-11,14.158227848101266
2021-06-12,13.66139240506329
2021-06-13,14.324367088607596
2021-06-14,14.47626582278481
2021-06-15,14.3623417721519
2021-06-16,14.365506329113924
2021-06-17,14.045886075949369
2021-06-18,13.936708860759492
2021-06-19,13.781645569620252
2021-06-20,14.681962025316457
2021-06-21,13.924050632911392
2021-06-22,14.42246835443038
2021-06-23,13.343354430379748
2021-06-24,12.67879746835443
2021-06-25,12.473101265822784
2021-06-26,12.525316455696204
2021-06-27,14.458860759493673
2021-06-28,13.78639240506329
2021-06-29,15.29746835443038
2021-06-30,14.020569620253164
2021-07-01,13.542721518987342
2021-07-02,13.818037974683543
2021-07-03,12.890822784810126
2021-07-04,13.246835443037977
2021-07-05,13.729430379746836
2021-07-06,13.765822784810126
2021-07-07,12.738924050632912
2021-07-08,13.060126582278482
2021-07-09,12.824367088607596
2021-07-10,12.26740506329114
2021-07-11,13.212025316455696
2021-07-12,13.354430379746836
2021-07-13,12.927215189873415
2021-07-14,12.924050632911392
2021-07-15,12.772151898734178
2021-07-16,12.753164556962023
2021-07-17,13.074367088607596
2021-07-18,12.533227848101266
2021-07-19,13.174050632911392
2021-07-20,13.71993670886076
2021-07-21,12.596518987341772
2021-07-22,13.098101265822784
2021-07-23,12.75
2021-07-24,11.596518987341772
2021-07-25,11.591772151898734
2021-07-26,11.71993670886076
2021-07-27,12.42879746835443
2021-07-28,12.151898734177216
2021-07-29,12.444620253164556
2021-07-30,12.393987341772153
2021-07-31,11.438291139240508
2021-08-01,12.096518987341772
2021-08-02,11.531645569620252
2021-08-03,11.757911392405065
2021-08-04,10.556962025316457
2021-08-05,10.88132911392405
2021-08-06,10.810126582278482
2021-08-07,10.626582278481012
2021-08-08,10.742088607594935
2021-08-09,10.561708860759492
2021-08-10,11.596518987341772
2021-08-11,11.998417721518988
2021-08-12,11.45253164556962
2021-08-13,11.134493670886076
2021-08-14,9.97626582278481
2021-08-15,10.27373417721519
