Data/Fecha/Date,0801903067 - BARCELONA
2021-06-01,8.297202797202797
2021-06-02,8.23076923076923
2021-06-03,8.041958041958042
2021-06-04,8.0506993006993
2021-06-05,8.472027972027972
2021-06-06,8.804195804195805
2021-06-07,8.146853146853147
2021-06-08,8.323426573426573
2021-06-09,8.36013986013986
2021-06-10,8.251748251748252
2021-06-11,8.09965034965035
2021-06-12,7.893356643356643
2021-06-13,8.336823734729494
2021-06-14,7.636998254799302
2021-06-15,7.785340314136126
2021-06-16,7.870855148342059
2021-06-17,8.104712041884817
2021-06-18,8.045375218150086
2021-06-19,7.769633507853404
2021-06-20,7.93717277486911
2021-06-21,7.647469458987784
2021-06-22,7.841186736474695
2021-06-23,7.1239092495637
2021-06-24,6.514834205933682
2021-06-25,6.104712041884817
2021-06-26,6.37696335078534
2021-06-27,7.340314136125654
2021-06-28,7.5
2021-06-29,7.777003484320557
2021-06-30,7.898954703832753
2021-07-01,7.47212543554007
2021-07-02,8.16376306620209
2021-07-03,7.390243902439025
2021-07-04,7.47212543554007
2021-07-05,7.47212543554007
2021-07-06,7.740418118466898
2021-07-07,7.425087108013937
2021-07-08,7.7526132404181185
2021-07-09,7.498257839721254
2021-07-10,7.374564459930314
2021-07-11,7.484320557491289
2021-07-12,7.667247386759582
2021-07-13,7.674216027874564
2021-07-14,7.881533101045296
2021-07-15,7.829268292682927
2021-07-16,7.39198606271777
2021-07-17,7.2491289198606275
2021-07-18,7.397212543554007
2021-07-19,6.813588850174216
2021-07-20,6.874564459930314
2021-07-21,7.118466898954704
2021-07-22,6.825783972125436
2021-07-23,6.418118466898955
2021-07-24,6.545296167247387
2021-07-25,6.2822299651567945
2021-07-26,6.381533101045296
2021-07-27,6.672473867595818
2021-07-28,6.318815331010453
2021-07-29,6.566202090592334
2021-07-30,6.642857142857143
2021-07-31,6.2177700348432055
2021-08-01,6.177700348432055
2021-08-02,5.862369337979094
2021-08-03,5.926829268292683
2021-08-04,6.177700348432055
2021-08-05,5.7839721254355405
2021-08-06,5.559233449477352
2021-08-07,5.517421602787456
2021-08-08,5.36411149825784
2021-08-09,5.081881533101045
2021-08-10,4.954703832752613
2021-08-11,4.963414634146342
2021-08-12,5.059233449477352
2021-08-13,4.933797909407666
2021-08-14,5.195121951219512
2021-08-15,5.445993031358885
2021-08-16,5.444250871080139
